Plu_No,SalesMode,UnitPrice,Weight,PackQuant,Tare,DateFlag,ShelfLife,ExMessage1,PosCode,Posflag,PosSelect,OpenPrice,FreeMsg1,FreeMsg2,FreeMsg3,FreeMsg4,FreeMsg5,FreeMsg6,FreeMsg7,FreeMsg8,FreeMsg9,FreeMsg10,FreeMsg11,FreeMsg12,FreeMsg13,FreeMsg14,FreeMsg15,Logo1,TargetLimitLevel3,WindowsFontId,TargetLimitLevel2,IngredPrintFlag,Ean128CodeType,LotNo,PosCode2,CustomText,3rdLabelNo,3rdLabelFlag,TrayHold,TrayFeedStop,EslDispPattern,RankMaster,SubLabelPrint,TrayCentering,LockFlag,PresetGroup,BarcodePrint,TrayHeightAutoDetect,IXResavationNo,JulianDateFlag,PriceGroup1,PriceGroup2,PriceGroup3,PriceGroup4,PriceGroup5,LabelFormatNoPrep,Upper1CassetteCheck,BoxQuant,PlantSymbol,UnderCassetteCheck,LabelFormatNo3,PackedPlant,RecycleMark,Upper2PrintPos,PrinterSel,WarningWeight,T2Weight,Upper2CassetteCheck,Upper1PrintPos,PhotoNo,BestBeforeTime,Upper2LabelNo,BestBeforeTimeFlag,ThirdPluNo,T1Weight,Caloriy_No,MDNo,PrinterHeight,UpperWeight,Nominal,LinkPluNo,DepositFlag,MarkPrice,MarkFlag,TaxMode,TaxRate,ExMessage2,ExMessage3,PointType,PointFlag,Points,SafeHandlingFlag,FeeFlag,TraceFlag,TargetLimit,SchemeNo,CookingNo,Fee,TargetFlag,CostPrice,DeptCode,GroupCode,ItemCode,PopMsg,Coupon,TimeFlag,PackTime,ExpTimeFlag,ExpTime,SecondPrice,ImageNo,Logo3,Unit,BestBeforeFlag,BestBefore,RegCode,SafeHandlingNo,ForcedTare,No2PrintFlag,WrappingMode,WrappingSpeed,Volume,LabellingPos,Rotate,BarCodeNum,TotalsFlag,TopPrintFlag,BottomPrintFlag,EyeCatchPrintFlag,TopBarFlag,PrintFlag,TrayFlag,PopFlag,TopTypeFlag,CostPriceFlag,ServeHeight,LabellingMode,Wrapping,PosFlagSelect,SecondBotPrintFlag,FeedRate,StockFlag,Random,SalesLife,Logo2,PropTare,StoreId,LabelFormatNo1,LabelFormatNo2,No2Tare,UpperLimit,LowerLimit,TrayNo,Line1,Line2,Line3,Line4,Line5,Line6,Line7,Line8,Line9,Line10,Line11,Line12,Line13,Line14,Line15,Line16,Line17,Line18,Line19,Line20
561,0,2999,0,0,5,3,5,0,"561",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,561,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"DICED BEEF","","","","","","","","","","","","","","","","","","",""
562,0,2999,0,0,5,3,5,0,"562",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,562,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"STIR-FRY BEEF","","","","","","","","","","","","","","","","","","",""
563,0,4999,0,0,5,3,5,0,"563",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,563,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOMAHAWK STEAK","","","","","","","","","","","","","","","","","","",""
564,0,4999,0,0,5,3,5,0,"564",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,564,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CATTLEMAN'S CUTLET","","","","","","","","","","","","","","","","","","",""
565,0,2499,0,0,5,3,5,0,"565",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,565,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BLADE ROAST","","","","","","","","","","","","","","","","","","",""
566,0,2999,0,0,5,3,5,0,"566",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,566,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"ROASTING BEEF","","","","","","","","","","","","","","","","","","",""
567,0,2899,0,0,5,3,183,0,"567",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,567,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BEEF SHORT RIBS","","","","","","","","","","","","","","","","","","",""
568,0,2499,0,0,5,3,183,0,"568",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,568,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"OSSO-BUCCO","","","","","","","","","","","","","","","","","","",""
569,0,2499,0,0,5,3,5,0,"569",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,569,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"GRAVY BEEF","","","","","","","","","","","","","","","","","","",""
570,0,2499,0,0,5,3,5,0,"570",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,570,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHUCK STEAK","","","","","","","","","","","","","","","","","","",""
571,0,2499,0,0,5,3,5,0,"571",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,571,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BEEF BRISKET","","","","","","","","","","","","","","","","","","",""
572,0,1999,0,0,5,3,21,0,"572",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,572,0,0,0,0,0,0,0,0,100,0,2,21,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"CORNED SILVERSIDE","","","","","","","","","","","","","","","","","","",""
573,0,6999,0,0,5,3,5,0,"573",42,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,573,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB BACKSTRAP","","","","","","","","","","","","","","","","","","",""
574,0,6499,0,0,5,3,5,0,"574",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,574,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB CUTLETS","","","","","","","","","","","","","","","","","","",""
575,0,6499,0,0,5,3,5,0,"575",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,575,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"RACK OF LAMB","","","","","","","","","","","","","","","","","","",""
576,0,3599,0,0,5,3,5,0,"576",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,576,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB LOIN CHOPS","","","","","","","","","","","","","","","","","","",""
577,0,3599,0,0,5,3,5,0,"577",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,577,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB CHUMP CHOPS","","","","","","","","","","","","","","","","","","",""
578,0,2499,0,0,5,3,5,0,"578",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,578,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB FOREQUARTER CHOPS","","","","","","","","","","","","","","","","","","",""
579,0,3499,0,0,5,3,5,0,"579",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,579,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB LEG STEAK","","","","","","","","","","","","","","","","","","",""
580,0,3499,0,0,5,3,5,0,"580",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,580,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"DICED LAMB","","","","","","","","","","","","","","","","","","",""
581,0,2499,0,0,5,3,183,0,"581",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,581,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LAMB SHANKS","","","","","","","","","","","","","","","","","","",""
582,0,2999,0,0,5,3,5,0,"582",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,582,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BUTTERFLY LAMB LEG","","","","","","","","","","","","","","","","","","",""
583,0,2999,0,0,5,3,5,0,"583",42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,583,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"BONELESS LAMB LEG ROAST","","","","","","","","","","","","","","","","","","",""
